Secteur,Quartier,Libelle,TF_LOT,Titre,NatureRDC,Types,Types_facades,Facades,Cour,Visa,Types_lots
T4,TR4-6,Jnane Zenata 3859,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T4,TR4-6,Jnane Zenata 3860,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T4,TR4-6,Jnane Zenata 3861,,,Commercial,G,F1,2 FACADES,SANS,vise,PR+
T4,TR4-6,Jnane Zenata 3862,,,Residentiel,F,F1,2 FACADES,SANS,vise,N+
T4,TR4-6,Jnane Zenata 3863,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T4,TR4-6,Jnane Zenata 3864,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T4,TR4-6,Jnane Zenata 3865,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T4,TR4-6,Jnane Zenata 3866,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T4,TR4-6,Jnane Zenata 3867,,,Commercial,G,F1,2 FACADES,SANS,vise,PR+
T4,TR4-6,Jnane Zenata 3868,,,Commercial,I,F2,2 FACADES,SANS,vise,PR+
T4,TR4-6,Jnane Zenata 3869,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T4,TR4-6,Jnane Zenata 3870,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T4,TR4-6,Jnane Zenata 3871,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T4,TR4-6,Jnane Zenata 3872,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T4,TR4-6,Jnane Zenata 3873,,,Residentiel,E,F2,2 FACADES,SANS,vise,N+
T4,TR4-6,Jnane Zenata 3874,,,Commercial,I,F2,2 FACADES,SANS,vise,PR+
T4,TR4-6,Jnane Zenata 3875,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T4,TR4-6,Jnane Zenata 3876,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T4,TR4-6,Jnane Zenata 3877,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T4,TR4-6,Jnane Zenata 3878,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T4,TR4-6,Jnane Zenata 3879,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T4,TR4-6,Jnane Zenata 3880,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T4,TR4-6,Jnane Zenata 3881,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T4,TR4-6,Jnane Zenata 3882,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T4,TR4-6,Jnane Zenata 3883,,,Commercial,G,F2,2 FACADES,SANS,vise,PR+
T4,TR4-6,Jnane Zenata 3884,,,Commercial,J,F1,2 FACADES,SANS,vise,PR+
T4,TR4-6,Jnane Zenata 3885,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T4,TR4-6,Jnane Zenata 3886,,,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T4,TR4-6,Jnane Zenata 3887,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T4,TR4-6,Jnane Zenata 3888,,,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T4,TR4-6,Jnane Zenata 3889,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T4,TR4-6,Jnane Zenata 3890,,,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T4,TR4-6,Jnane Zenata 3891,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T4,TR4-6,Jnane Zenata 3892,,,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T4,TR4-6,Jnane Zenata 3893,,,Commercial,H,F1,2 FACADES,SANS,vise,PR+
T4,TR4-6,Jnane Zenata 3894,,,Commercial,J,F1,2 FACADES,SANS,vise,PR+
T4,TR4-6,Jnane Zenata 3895,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T4,TR4-6,Jnane Zenata 3896,,,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T4,TR4-6,Jnane Zenata 3897,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T4,TR4-6,Jnane Zenata 3898,,,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T4,TR4-6,Jnane Zenata 3899,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T4,TR4-6,Jnane Zenata 3900,,,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T4,TR4-6,Jnane Zenata 3901,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T4,TR4-6,Jnane Zenata 3902,,,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T4,TR4-6,Jnane Zenata 3903,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T4,TR4-6,Jnane Zenata 3904,,,Commercial,C,F1,1 FACADE,Avec cour gauche,vise,PR
T4,TR4-6,Jnane Zenata 3905,,,Commercial,D,F1,1 FACADE,Avec cour droite,vise,PR
T4,TR4-6,Jnane Zenata 3906,,,Commercial,N,F1,3 FACADES,SANS,vise,PR+
T4,TR4-6,Jnane Zenata 3907,,,Commercial,I,F2,2 FACADES,SANS,vise,PR+
T4,TR4-6,Jnane Zenata 3908,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T4,TR4-6,Jnane Zenata 3909,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T4,TR4-6,Jnane Zenata 3910,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T4,TR4-6,Jnane Zenata 3911,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T4,TR4-6,Jnane Zenata 3912,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T4,TR4-6,Jnane Zenata 3913,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T4,TR4-6,Jnane Zenata 3914,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T4,TR4-6,Jnane Zenata 3915,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T4,TR4-6,Jnane Zenata 3916,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T4,TR4-6,Jnane Zenata 3917,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T4,TR4-6,Jnane Zenata 3918,,,Commercial,G,F2,2 FACADES,SANS,vise,PR+
T4,TR4-6,Jnane Zenata 3919,,,Commercial,I,F2,2 FACADES,SANS,vise,PR+
T11,T11-1,Jnane Zenata 3920,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T11,T11-1,Jnane Zenata 3921,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-1,Jnane Zenata 3922,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T11,T11-1,Jnane Zenata 3923,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-1,Jnane Zenata 3924,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T11,T11-1,Jnane Zenata 3925,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-1,Jnane Zenata 3926,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T11,T11-1,Jnane Zenata 3927,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-1,Jnane Zenata 3928,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T11,T11-1,Jnane Zenata 3929,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-1,Jnane Zenata 3930,,,Commercial,G,F2,2 FACADES,SANS,vise,PR+
T11,T11-1,Jnane Zenata 3931,,,Commercial,I,F1,2 FACADES,SANS,vise,PR+
T11,T11-1,Jnane Zenata 3932,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T11,T11-1,Jnane Zenata 3933,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T11,T11-1,Jnane Zenata 3934,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T11,T11-1,Jnane Zenata 3935,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T11,T11-1,Jnane Zenata 3936,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T11,T11-1,Jnane Zenata 3937,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T11,T11-1,Jnane Zenata 3938,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T11,T11-1,Jnane Zenata 3939,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T11,T11-1,Jnane Zenata 3940,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T11,T11-1,Jnane Zenata 3941,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T11,T11-1,Jnane Zenata 3942,,,Commercial,G,F1,2 FACADES,SANS,vise,PR+
T11,T11-1,Jnane Zenata 3943,,,Commercial,I,F1,2 FACADES,SANS,vise,PR+
T11,T11-2,Jnane Zenata 3944,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T11,T11-2,Jnane Zenata 3945,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T11,T11-2,Jnane Zenata 3946,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T11,T11-2,Jnane Zenata 3947,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T11,T11-2,Jnane Zenata 3948,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T11,T11-2,Jnane Zenata 3949,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T11,T11-2,Jnane Zenata 3950,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T11,T11-2,Jnane Zenata 3951,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T11,T11-2,Jnane Zenata 3952,,,Residentiel,B,F1,1 FACADE,Avec cour droite,vise,N
T11,T11-2,Jnane Zenata 3953,,,Residentiel,A,F1,1 FACADE,Avec cour gauche,vise,N
T11,T11-2,Jnane Zenata 3954,,,Commercial,G,F1,2 FACADES,SANS,vise,PR+
T11,T11-2,Jnane Zenata 3955,,,Commercial,J,F2,2 FACADES,SANS,vise,PR+
T11,T11-2,Jnane Zenata 3956,,,Commercial,D,F2,1 FACADE,Avec cour droite,vise,PR
T11,T11-2,Jnane Zenata 3957,,,Commercial,C,F2,1 FACADE,Avec cour gauche,vise,PR
T11,T11-2,Jnane Zenata 3958,,,Commercial,D,F2,1 FACADE,Avec cour droite,vise,PR
T11,T11-2,Jnane Zenata 3959,,,Commercial,C,F2,1 FACADE,Avec cour gauche,vise,PR
T11,T11-2,Jnane Zenata 3960,,,Commercial,D,F2,1 FACADE,Avec cour droite,vise,PR
T11,T11-2,Jnane Zenata 3961,,,Commercial,C,F2,1 FACADE,Avec cour gauche,vise,PR
T11,T11-2,Jnane Zenata 3962,,,Commercial,D,F2,1 FACADE,Avec cour droite,vise,PR
T11,T11-2,Jnane Zenata 3963,,,Commercial,C,F2,1 FACADE,Avec cour gauche,vise,PR
T11,T11-2,Jnane Zenata 3964,,,Commercial,D,F2,1 FACADE,Avec cour droite,vise,PR
T11,T11-2,Jnane Zenata 3965,,,Commercial,C,F2,1 FACADE,Avec cour gauche,vise,PR
T11,T11-2,Jnane Zenata 3966,,,Commercial,H,F2,2 FACADES,SANS,vise,PR+
T11,T11-2,Jnane Zenata 3967,,,Commercial,J,F2,2 FACADES,SANS,vise,PR+
T11,T11-2,Jnane Zenata 3968,,,Commercial,D,F2,1 FACADE,Avec cour droite,vise,PR
T11,T11-2,Jnane Zenata 3969,,,Commercial,C,F2,1 FACADE,Avec cour gauche,vise,PR
T11,T11-2,Jnane Zenata 3970,,,Commercial,D,F2,1 FACADE,Avec cour droite,vise,PR
T11,T11-2,Jnane Zenata 3971,,,Commercial,C,F2,1 FACADE,Avec cour gauche,vise,PR
T11,T11-2,Jnane Zenata 3972,,,Commercial,D,F2,1 FACADE,Avec cour droite,vise,PR
T11,T11-2,Jnane Zenata 3973,,,Commercial,C,F2,1 FACADE,Avec cour gauche,vise,PR
T11,T11-2,Jnane Zenata 3974,,,Commercial,D,F2,1 FACADE,Avec cour droite,vise,PR
T11,T11-2,Jnane Zenata 3975,,,Commercial,C,F2,1 FACADE,Avec cour gauche,vise,PR
T11,T11-2,Jnane Zenata 3976,,,Commercial,H,F2,2 FACADES,SANS,vise,PR+
T11,T11-2,Jnane Zenata 3977,,,Commercial,I,F4,2 FACADES,SANS,vise,PR+
T11,T11-2,Jnane Zenata 3978,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T11,T11-2,Jnane Zenata 3979,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T11,T11-2,Jnane Zenata 3980,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T11,T11-2,Jnane Zenata 3981,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T11,T11-2,Jnane Zenata 3982,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T11,T11-2,Jnane Zenata 3983,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T11,T11-2,Jnane Zenata 3984,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T11,T11-2,Jnane Zenata 3985,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T11,T11-2,Jnane Zenata 3986,,,Commercial,G,F4,2 FACADES,SANS,vise,PR+
T11,T11-2,Jnane Zenata 3987,,,Residentiel,F,F2,2 FACADES,SANS,vise,N+
T11,T11-2,Jnane Zenata 3988,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T11,T11-2,Jnane Zenata 3989,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-2,Jnane Zenata 3990,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T11,T11-2,Jnane Zenata 3991,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-3,Jnane Zenata 3992,,,Commercial,G,F2,2 FACADES,SANS,vise,PR+
T11,T11-3,Jnane Zenata 3993,,,Commercial,I,F4,2 FACADES,SANS,vise,PR+
T11,T11-3,Jnane Zenata 3994,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T11,T11-3,Jnane Zenata 3995,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T11,T11-3,Jnane Zenata 3996,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T11,T11-3,Jnane Zenata 3997,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T11,T11-3,Jnane Zenata 3998,,,Residentiel,E,F4,2 FACADES,SANS,vise,N+
T11,T11-3,Jnane Zenata 3999,,,Commercial,I,F2,2 FACADES,SANS,vise,PR+
T11,T11-3,Jnane Zenata 4000,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T11,T11-3,Jnane Zenata 4001,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-3,Jnane Zenata 4002,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T11,T11-3,Jnane Zenata 4003,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-3,Jnane Zenata 4004,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T11,T11-3,Jnane Zenata 4005,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-3,Jnane Zenata 4006,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T11,T11-3,Jnane Zenata 4007,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-3,Jnane Zenata 4008,,,Commercial,G,F2,2 FACADES,SANS,vise,PR+
T11,T11-3,Jnane Zenata 4009,,,Commercial,J,F4,2 FACADES,SANS,vise,PR+
T11,T11-3,Jnane Zenata 4010,,,Commercial,D,F4,1 FACADE,Avec cour droite,vise,PR
T11,T11-3,Jnane Zenata 4011,,,Commercial,C,F4,1 FACADE,Avec cour gauche,vise,PR
T11,T11-3,Jnane Zenata 4012,,,Commercial,D,F4,1 FACADE,Avec cour droite,vise,PR
T11,T11-3,Jnane Zenata 4013,,,Commercial,C,F4,1 FACADE,Avec cour gauche,vise,PR
T11,T11-3,Jnane Zenata 4014,,,Commercial,D,F4,1 FACADE,Avec cour droite,vise,PR
T11,T11-3,Jnane Zenata 4015,,,Commercial,C,F4,1 FACADE,Avec cour gauche,vise,PR
T11,T11-3,Jnane Zenata 4016,,,Commercial,D,F4,1 FACADE,Avec cour droite,vise,PR
T11,T11-3,Jnane Zenata 4017,,,Commercial,C,F4,1 FACADE,Avec cour gauche,vise,PR
T11,T11-3,Jnane Zenata 4018,,,Commercial,H,F4,2 FACADES,SANS,vise,PR+
T11,T11-3,Jnane Zenata 4019,,,Commercial,J,F4,2 FACADES,SANS,vise,PR+
T11,T11-3,Jnane Zenata 4020,,,Commercial,D,F4,1 FACADE,Avec cour droite,vise,PR
T11,T11-3,Jnane Zenata 4021,,,Commercial,C,F4,1 FACADE,Avec cour gauche,vise,PR
T11,T11-3,Jnane Zenata 4022,,,Commercial,D,F4,1 FACADE,Avec cour droite,vise,PR
T11,T11-3,Jnane Zenata 4023,,,Commercial,C,F4,1 FACADE,Avec cour gauche,vise,PR
T11,T11-4,Jnane Zenata 4024,,,Commercial,D,F4,1 FACADE,Avec cour droite,vise,PR
T11,T11-4,Jnane Zenata 4025,,,Commercial,C,F4,1 FACADE,Avec cour gauche,vise,PR
T11,T11-4,Jnane Zenata 4026,,,Commercial,D,F4,1 FACADE,Avec cour droite,vise,PR
T11,T11-4,Jnane Zenata 4027,,,Commercial,C,F4,1 FACADE,Avec cour gauche,vise,PR
T11,T11-4,Jnane Zenata 4028,,,Commercial,D,F4,1 FACADE,Avec cour droite,vise,PR
T11,T11-4,Jnane Zenata 4029,,,Commercial,C,F4,1 FACADE,Avec cour gauche,vise,PR
T11,T11-4,Jnane Zenata 4030,,,Commercial,N,F4,3 FACADES,SANS,vise,PR+
T11,T11-4,Jnane Zenata 4031,,,Commercial,I,F2,2 FACADES,SANS,vise,PR+
T11,T11-4,Jnane Zenata 4032,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-4,Jnane Zenata 4033,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T11,T11-4,Jnane Zenata 4034,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-4,Jnane Zenata 4035,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T11,T11-4,Jnane Zenata 4036,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-4,Jnane Zenata 4037,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T11,T11-4,Jnane Zenata 4038,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-4,Jnane Zenata 4039,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T11,T11-4,Jnane Zenata 4040,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-4,Jnane Zenata 4041,,,Commercial,G,F2,2 FACADES,SANS,vise,PR+
T11,T11-4,Jnane Zenata 4042,,,Commercial,I,F4,2 FACADES,SANS,vise,PR+
T11,T11-4,Jnane Zenata 4043,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T11,T11-4,Jnane Zenata 4044,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T11,T11-4,Jnane Zenata 4045,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T11,T11-4,Jnane Zenata 4046,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T11,T11-4,Jnane Zenata 4047,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T11,T11-4,Jnane Zenata 4048,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T11,T11-4,Jnane Zenata 4049,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T11,T11-4,Jnane Zenata 4050,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T11,T11-4,Jnane Zenata 4051,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T11,T11-4,Jnane Zenata 4052,,,Commercial,G,F4,2 FACADES,SANS,vise,PR+
T11,T11-4,Jnane Zenata 4053,,,Commercial,I,F2,2 FACADES,SANS,vise,PR+
T11,T11-4,Jnane Zenata 4054,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-4,Jnane Zenata 4055,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T11,T11-4,Jnane Zenata 4056,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-4,Jnane Zenata 4057,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T11,T11-4,Jnane Zenata 4058,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-4,Jnane Zenata 4059,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T11,T11-4,Jnane Zenata 4060,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-4,Jnane Zenata 4061,,,Residentiel,B,F2,1 FACADE,Avec cour droite,vise,N
T11,T11-4,Jnane Zenata 4062,,,Residentiel,A,F2,1 FACADE,Avec cour gauche,vise,N
T11,T11-4,Jnane Zenata 4063,,,Commercial,G,F2,2 FACADES,SANS,vise,PR+
T11,T11-4,Jnane Zenata 4064,,,Commercial,I,F4,2 FACADES,SANS,vise,PR+
T11,T11-4,Jnane Zenata 4065,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T11,T11-4,Jnane Zenata 4066,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T11,T11-4,Jnane Zenata 4067,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T11,T11-4,Jnane Zenata 4068,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T11,T11-4,Jnane Zenata 4069,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T11,T11-4,Jnane Zenata 4070,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T11,T11-4,Jnane Zenata 4071,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T11,T11-7,Jnane Zenata 4072,,,Residentiel,A,F4,1 FACADE,Avec cour gauche,vise,N
T11,T11-7,Jnane Zenata 4073,,,Residentiel,B,F4,1 FACADE,Avec cour droite,vise,N
T11,T11-7,Jnane Zenata 4074,,,Commercial,M,F4,3 FACADES,SANS,vise,PR+
T11,T11-7,Jnane Zenata 4075,,,Commercial,J,F2,2 FACADES,SANS,vise,PR+
T11,T11-7,Jnane Zenata 4076,,,Commercial,D,F2,1 FACADE,Avec cour droite,vise,PR
T11,T11-7,Jnane Zenata 4077,,,Commercial,C,F2,1 FACADE,Avec cour gauche,vise,PR
T11,T11-7,Jnane Zenata 4078,,,Commercial,D,F2,1 FACADE,Avec cour droite,vise,PR
T11,T11-7,Jnane Zenata 4079,,,Commercial,C,F2,1 FACADE,Avec cour gauche,vise,PR
T11,T11-7,Jnane Zenata 4080,,,Commercial,D,F2,1 FACADE,Avec cour droite,vise,PR
T11,T11-7,Jnane Zenata 4081,,,Commercial,C,F2,1 FACADE,Avec cour gauche,vise,PR
T11,T11-7,Jnane Zenata 4082,,,Commercial,D,F2,1 FACADE,Avec cour droite,vise,PR
T11,T11-7,Jnane Zenata 4083,,,Commercial,C,F2,1 FACADE,Avec cour gauche,vise,PR
T11,T11-7,Jnane Zenata 4084,,,Commercial,H,F2,2 FACADES,SANS,vise,PR+
T11,T11-7,Jnane Zenata 4085,103485/26,121/26,Commercial,H,version 4,2 FACADES,SANS ,vise,PR+
T11,T11-7,Jnane Zenata 4093,103486/26,121/26,Commercial,D,version 4,1 FACADE,Avec cour gauche,vise,PR
T11,T11-7,Jnane Zenata 4094,103487/26,121/26,Commercial,C,version 4,1 FACADE,Avec cour droite,vise,PR
T11,T11-7,Jnane Zenata 4095,103488/26,121/26,Commercial,G,version 4,2 FACADES,SANS ,vise,PR+
T11,T11-7,Jnane Zenata 4096,103489/26,121/26,Commercial,J,version 4,2 FACADES,SANS ,vise,PR+
T11,T11-7,Jnane Zenata 4097,103490/26,121/26,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T11,T11-7,Jnane Zenata 4098,103491/26,121/26,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T11,T11-7,Jnane Zenata 4106,103492/26,121/26,Commercial,I,version 4,2 FACADES,SANS ,vise,PR+
T11,T11-7,Jnane Zenata 4107,103493/26,121/26,Commercial,J,version 4,2 FACADES,SANS ,vise,PR+
T11,T11-7,Jnane Zenata 4115,103494/26,121/26,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T11,T11-7,Jnane Zenata 4116,103495/26,121/26,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T11,T11-7,Jnane Zenata 4117,103496/26,121/26,Commercial,I,version 4,2 FACADES,SANS ,vise,PR+
T11,T11-7,Jnane Zenata 4118,103497/26,121/26,Commercial,J,version 4,2 FACADES,SANS ,vise,PR+
T11,T11-7,Jnane Zenata 4119,103498/26,121/26,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T11,T11-7,Jnane Zenata 4120,103499/26,121/26,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T11,T11-7,Jnane Zenata 4128,103500/26,121/26,Commercial,I,version 4,2 FACADES,SANS ,vise,PR+
