Secteur,Quartier,Libelle,TF_LOT,Titre,NatureRDC,Types,Types_facades,Facades,Cour,Visa,Types_lots
T18,,Jnane Zenata 591,108679,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 593,108681,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 595,108683,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 597,108685,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 599,108687,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 601,108689,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 603,108691/26,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 605,108693,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 606,108694,,Commercial,1, -,2 FACADES,SANS,vise,PR+
T18,,Jnane Zenata 647,108735,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 649,108737,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 651,108739,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 653,108741,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 655,108743,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 657,108745,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 658,108746,,Commercial,1, -,2 FACADES,SANS,vise,PR+
T18,,Jnane Zenata 661,108749,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 663,108751,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 665,108753,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 667,108755,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 669,108757,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 670,108758,,Commercial,1, -,2 FACADES,SANS,vise,PR+
T18,,Jnane Zenata 672,108760,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 674,108762,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 675,108763,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 676,108764,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 677,108765,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 678,108766,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 679,108767,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 680,108768,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 682,108770,,Commercial,3, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 684,108772,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 686,108774,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 687,108775,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 688,108776,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 691,108779,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 694,108782,,Commercial,3, -,2 FACADES,SANS,vise,PR+
T18,,Jnane Zenata 697,108785,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 699,108787,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 701,108789,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 703,108791,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 705,108793,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 706,108794,,Commercial,1, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 707,108795,,Commercial,2, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 709,108797,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 710,108798,,Commercial,1, -,2 FACADES,SANS,vise,PR+
T18,,Jnane Zenata 715,108803,,Commercial,4, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 717,108805,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 718,108806,,Commercial,3, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 721,108809,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 722,108810,,Commercial,1, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 725,108813,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 727,108815,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 729,108817,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 730,108818,,Commercial,21, -,1 FACADE,Avec cour droite,vise,PR
T18, -,Jnane Zenata 731,108819,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 733,108821,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 734,108822,,Commercial,1, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 736,108824,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T19,,Jnane Zenata 738,108826,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 742,108830,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 744,108832,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 746,108834,,Commercial,3, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 748,108836,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 750,108838,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 752,108840,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 754,108842,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 756,108844,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 757,108845,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 761,108849,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 763,108851,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 765,108853,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 767,108855,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 769,108857,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 770,108858,,Commercial,1, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 771,108859,,Commercial,3, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 772,108860,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 773,108861,,Residentiel,8, -,2 FACADES,SANS,vise,N+
T18, -,Jnane Zenata 774,108862,,Residentiel,7, -,2 FACADES,SANS,vise,N+
T18, -,Jnane Zenata 775,108863,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 776,108864,,Commercial,4, -,2 FACADES,SANS,vise,PR+
T18,,Jnane Zenata 777,108865,,Commercial,3, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 778,108866,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 779,108867,,Residentiel,8, -,2 FACADES,SANS,vise,N+
T18,,Jnane Zenata 780,108868,,Commercial,5, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 782,108870,,Commercial,2, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 783,108871,,Commercial,3, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 784,108872,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 785,108873,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 786,108874,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 787,108875,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 788,108876,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 789,108877,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 790,108878,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 791,108879,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 792,108880,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 793,108881,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 794,108882,,Commercial,4, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 795,108883,,Commercial,1, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 796,108884,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 798,108886,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 800,108888,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 802,108890,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 804,108892,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 806,108894,,Commercial,2, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 807,108895,,Commercial,2, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 809,108897,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 810,108898,,Commercial,1, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 812,108900,,Residentiel,19, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 813,108901,,Residentiel,20, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 814,108902,,Commercial,3, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 817,108905,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 819,108907,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 821,108909,,Commercial,1, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 822,108910,,Commercial,4, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 823,108911,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 824,108912,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 826,108914,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 829,108917,,Commercial,4, -,2 FACADES,SANS,vise,PR+
T18,,Jnane Zenata 830,108918,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 831,108919,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 832,108920,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 834,108922,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 836,108924,,Commercial,4, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 840,108928,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 842,108930,,Commercial,3, -,2 FACADES,SANS,vise,PR+
T18,,Jnane Zenata 843,108931,,Commercial,4, -,2 FACADES,SANS,vise,PR+
T18,,Jnane Zenata 844,108932,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 846,108934,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 848,108936,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 851,108939,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 853,108941,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 855,108943,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 856,108944,,Commercial,1, -,2 FACADES,SANS,vise,PR+
T18,,Jnane Zenata 857,108945,,Commercial,2, -,2 FACADES,SANS,vise,PR+
T18,,Jnane Zenata 858,108946,,Commercial,21, -,1 FACADE,Avec cour droite,vise,PR
T18,,Jnane Zenata 859,108947,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 861,108949,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 862,108950,,Commercial,21, -,1 FACADE,Avec cour droite,vise,PR
T18,,Jnane Zenata 863,108951,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 864,108952,,Commercial,21, -,1 FACADE,Avec cour droite,vise,PR
T18,,Jnane Zenata 866,108954,,Commercial,21, -,1 FACADE,Avec cour droite,vise,PR
T18,,Jnane Zenata 868,108956,,Commercial,21, -,1 FACADE,Avec cour droite,vise,PR
T18,,Jnane Zenata 870,108958,,Commercial,21, -,1 FACADE,Avec cour droite,vise,PR
T18, -,Jnane Zenata 874,108962,,Commercial,1, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 878,108966,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 879,108967,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 880,108968,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 881,108969,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 882,108970,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 883,108971,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 884,108972,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 885,108973,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 886,108974,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 887,108975,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 888,108976,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 889,108977,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 890,108978,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 891,108979,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 892,108980,,Residentiel,3, -,2 FACADES,SANS,vise,PR+
T18,,Jnane Zenata 893,108981,,Residentiel,4, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 894,108982,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 895,108983,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 896,108984,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 897,108985,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 898,108986,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 899,108987,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 900,108988,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 901,108989,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 902,108990,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 903,108991,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 905,108993,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 906,108994,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 907,108995,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 908,108996,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 909,108997,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 910,108998,,Commercial,3, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 911,108999,,Commercial,4, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 912,109000,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 913,109001,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 914,109002,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 915,109003,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 916,109004,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 917,109005,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 918,109006,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 919,109007,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 920,109008,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 921,109009,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 922,109010,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 923,109011,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 924,109012,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 925,109013,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 926,109014,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 927,109015,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 928,109016,,Commercial,3, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 929,109017,,Commercial,5, -,2 FACADES,SANS,vise,PR+
T18,,Jnane Zenata 930,109018,,Residentiel,16, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 931,109019,,Residentiel,15, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 932,109020,,Residentiel,16, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 933,109021,,Residentiel,15, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 934,109022,,Residentiel,16, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 935,109023,,Residentiel,15, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 936,109024,,Residentiel,16, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 937,109025,,Residentiel,15, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 938,109026,,Residentiel,16, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 939,109027,,Residentiel,15, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 940,109028,,Residentiel,16, -,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 941,109029,,Residentiel,15, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 942,109030,,Commercial,6, -,2 FACADES,SANS,vise,PR+
T18,,Jnane Zenata 943,109031,,Commercial,1, -,2 FACADES,SANS,vise,PR+
T18,,Jnane Zenata 944,109032,,Commercial,10, -,1 FACADE,Avec cour droite,vise,PR
T18,,Jnane Zenata 945,109033,,Commercial,9, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 946,109034,,Commercial,10, -,1 FACADE,Avec cour droite,vise,PR
T18,,Jnane Zenata 947,109035,,Commercial,9, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 948,109036,,Commercial,10, -,1 FACADE,Avec cour droite,vise,PR
T18,,Jnane Zenata 949,109037,,Commercial,9, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 950,109038,,Commercial,10, -,1 FACADE,Avec cour droite,vise,PR
T18,,Jnane Zenata 951,109039,,Commercial,9, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 952,109040,,Commercial,10, -,1 FACADE,Avec cour droite,vise,PR
T18,,Jnane Zenata 953,109041,,Commercial,9, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 954,109042,,Commercial,10, -,1 FACADE,Avec cour droite,vise,PR
T18,,Jnane Zenata 955,109043,,Commercial,9, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 956,109044,,Commercial,2, -,2 FACADES,SANS,vise,PR+
T18,,Jnane Zenata 959,109047,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 961,109049,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 963,109051,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 965,109053,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18,,Jnane Zenata 967,109055,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 970,109058,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 971,109059,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 972,109060,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 973,109061,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 974,109062,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 975,109063,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 976,109064,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 977,109065,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 978,109066,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 979,109067,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 981,109069,,Commercial,4, -,2 FACADES,SANS,vise,PR+
T18,,Jnane Zenata 982,109070,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 983,109071,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 984,109072,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 985,109073,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 986,109074,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 988,109076,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 990,109078,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 994,109082,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 996,109084,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 997,109085,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 998,109086,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 999,109087,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 1000,109088,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 1001,109089,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 1002,109090,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 1003,109091,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 1005,109093,,Commercial,4, -,2 FACADES,SANS,vise,PR+
T18,,Jnane Zenata 1006,109094,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 1007,109095,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 1008,109096,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 1009,109097,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 1010,109098,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 1012,109100,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 1013,109101,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18,,Jnane Zenata 1014,109102,,Residentiel,17, -,1 FACADE,Avec cour droite,vise,N
T18,,Jnane Zenata 1015,109103,,Residentiel,18, -,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 1019,109107,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 1021,109109,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 1023,109111,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 1025,109113,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 1027,109115,,Commercial,22, -,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 1028,109116,,Commercial,1, -,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 1722,,121/25,Commercial,G,version 4,2 FACADES,SANS,vise,PR+
T18, -,Jnane Zenata 1723,,121/25,Commercial,C,version 4,1 FACADE,Avec cour droite,vise,PR
T18, -,Jnane Zenata 1724,,121/25,Commercial,D,version 4,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 1725,,121/25,Commercial,C,version 4,1 FACADE,Avec cour droite,vise,PR
T18, -,Jnane Zenata 1726,,121/25,Commercial,D,version 4,1 FACADE,Avec cour gauche,vise,PR
T18, -,Jnane Zenata 1727,,121/25,Commercial,C,version 4,1 FACADE,Avec cour droite,vise,PR
T18, -,Jnane Zenata 1734,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
T18, -,Jnane Zenata 1735,,121/25,Residentiel,A,version 4,1 FACADE,Avec cour droite,vise,N
T18, -,Jnane Zenata 1736,,121/25,Residentiel,B,version 4,1 FACADE,Avec cour gauche,vise,N
